J-FT76444	A0-T>A1>A1b>BT>CT>CF>F>GHIJK>HIJK>IJK>IJ>J>J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Y16646>J-BY111>J-Y168376>J-ZS1306>J-YP6424>J-Y180837>J-Y180838>J-FT76444
J-Y143613	A0-T>A1>A1b>BT>CT>CF>F>GHIJK>HIJK>IJK>IJ>J>J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Y16646>J-BY111>J-Y168376>J-ZS1306>J-YP6424>J-Y180837>J-Y180838>J-Y143613
J-Y143638	A0-T>A1>A1b>BT>CT>CF>F>GHIJK>HIJK>IJK>IJ>J>J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Y16646>J-BY111>J-Y168376>J-ZS1306>J-YP6424>J-Y180837>J-Y180838>J-Y143613>J-Y143638
J-ZS1297	A0-T>A1>A1b>BT>CT>CF>F>GHIJK>HIJK>IJK>IJ>J>J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Y16646>J-BY111>J-Y168376>J-ZS1306>J-ZS1297
J-Y179387	A0-T>A1>A1b>BT>CT>CF>F>GHIJK>HIJK>IJK>IJ>J>J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Y16646>J-BY111>J-Y168376>J-ZS1306>J-ZS1297>J-Y179387
J-Y179628	A0-T>A1>A1b>BT>CT>CF>F>GHIJK>HIJK>IJK>IJ>J>J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Y16646>J-BY111>J-Y168376>J-ZS1306>J-ZS1297>J-Y179387>J-Y179628
J-Y45046	A0-T>A1>A1b>BT>CT>CF>F>GHIJK>HIJK>IJK>IJ>J>J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Y16646>J-BY111>J-Y168376>J-ZS1306>J-ZS1297>J-Y45046
J-FGC91419	A0-T>A1>A1b>BT>CT>CF>F>GHIJK>HIJK>IJK>IJ>J>J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Y16646>J-BY111>J-Y168376>J-ZS1306>J-ZS1297>J-Y45046>J-FGC91419
J-Y180056	A0-T>A1>A1b>BT>CT>CF>F>GHIJK>HIJK>IJK>IJ>J>J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Y16646>J-BY111>J-Y168376>J-ZS1306>J-ZS1297>J-Y45046>J-FGC91419>J-Y180056
J-Y152005	A0-T>A1>A1b>BT>CT>CF>F>GHIJK>HIJK>IJK>IJ>J>J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Y16646>J-BY111>J-Y168376>J-ZS1306>J-ZS1297>J-Y45046>J-Y152005
J-ZS8359	A0-T>A1>A1b>BT>CT>CF>F>GHIJK>HIJK>IJK>IJ>J>J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Y16646>J-BY111>J-Y168376>J-ZS1306>J-ZS1297>J-Y45046>J-Y152005>J-ZS8359
J-Y201027	A0-T>A1>A1b>BT>CT>CF>F>GHIJK>HIJK>IJK>IJ>J>J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Y16646>J-BY111>J-Y168376>J-ZS1306>J-ZS1297>J-Y45046>J-Y152005>J-ZS8359>J-Y201027
J-Y126240	A0-T>A1>A1b>BT>CT>CF>F>GHIJK>HIJK>IJK>IJ>J>J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Y16646>J-BY111>J-Y168376>J-ZS1306>J-ZS1297>J-Y45046>J-Y152005>J-Y126240
J-Y193780	A0-T>A1>A1b>BT>CT>CF>F>GHIJK>HIJK>IJK>IJ>J>J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Y16646>J-BY111>J-Y168376>J-ZS1306>J-ZS1297>J-Y45046>J-Y152005>J-Y126240>J-Y193780
J-Y200955	A0-T>A1>A1b>BT>CT>CF>F>GHIJK>HIJK>IJK>IJ>J>J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Y16646>J-BY111>J-Y168376>J-ZS1306>J-ZS1297>J-Y45046>J-Y152005>J-Y126240>J-Y200955
J-Y265785	A0-T>A1>A1b>BT>CT>CF>F>GHIJK>HIJK>IJK>IJ>J>J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Y16646>J-BY111>J-Y168376>J-ZS1306>J-ZS1297>J-Y45046>J-Y152005>J-Y126240>J-Y265785
J-Y265445	A0-T>A1>A1b>BT>CT>CF>F>GHIJK>HIJK>IJK>IJ>J>J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Y16646>J-BY111>J-Y168376>J-ZS1306>J-ZS1297>J-Y45046>J-Y152005>J-Y126240>J-Y265785>J-Y265445
J-Y352849	A0-T>A1>A1b>BT>CT>CF>F>GHIJK>HIJK>IJK>IJ>J>J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Y16646>J-BY111>J-Y168376>J-ZS1306>J-ZS1297>J-Y45046>J-Y152005>J-Y126240>J-Y265785>J-Y352849
J-Y153041	A0-T>A1>A1b>BT>CT>CF>F>GHIJK>HIJK>IJK>IJ>J>J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Y16646>J-BY111>J-Y168376>J-ZS1306>J-ZS1297>J-Y45046>J-Y152005>J-Y126240>J-Y153041
J-Z28195	A0-T>A1>A1b>BT>CT>CF>F>GHIJK>HIJK>IJK>IJ>J>J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Y16646>J-BY111>J-Y168376>J-ZS1306>J-ZS1297>J-Y45046>J-Y152005>J-Y126240>J-Y153041>J-Z28195
J-ZS1324	A0-T>A1>A1b>BT>CT>CF>F>GHIJK>HIJK>IJK>IJ>J>J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Y16646>J-BY111>J-Y168376>J-ZS1306>J-ZS1297>J-ZS1324
J-FT57680	A0-T>A1>A1b>BT>CT>CF>F>GHIJK>HIJK>IJK>IJ>J>J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Y16646>J-BY111>J-Y168376>J-ZS1306>J-ZS1297>J-ZS1324>J-FT57680
J-Y173045	A0-T>A1>A1b>BT>CT>CF>F>GHIJK>HIJK>IJK>IJ>J>J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Y16646>J-BY111>J-Y168376>J-ZS1306>J-ZS1297>J-ZS1324>J-FT57680>J-Y173045
J-FT72589	A0-T>A1>A1b>BT>CT>CF>F>GHIJK>HIJK>IJK>IJ>J>J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Y16646>J-BY111>J-Y168376>J-ZS1306>J-ZS1297>J-ZS1324>J-FT57680>J-Y173045>J-FT72589
J-ZS1313	A0-T>A1>A1b>BT>CT>CF>F>GHIJK>HIJK>IJK>IJ>J>J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Y16646>J-BY111>J-Y168376>J-ZS1306>J-ZS1297>J-ZS1324>J-ZS1313
J-Y265541	A0-T>A1>A1b>BT>CT>CF>F>GHIJK>HIJK>IJK>IJ>J>J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Y16646>J-BY111>J-Y168376>J-ZS1306>J-ZS1297>J-ZS1324>J-ZS1313>J-Y265541
J-Y269787	A0-T>A1>A1b>BT>CT>CF>F>GHIJK>HIJK>IJK>IJ>J>J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Y16646>J-BY111>J-Y168376>J-ZS1306>J-ZS1297>J-ZS1324>J-ZS1313>J-Y269787
J-Y269676	A0-T>A1>A1b>BT>CT>CF>F>GHIJK>HIJK>IJK>IJ>J>J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Y16646>J-BY111>J-Y168376>J-ZS1306>J-ZS1297>J-ZS1324>J-ZS1313>J-Y269787>J-Y269676
J-ZS1283	A0-T>A1>A1b>BT>CT>CF>F>GHIJK>HIJK>IJK>IJ>J>J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Y16646>J-BY111>J-Y168376>J-ZS1306>J-ZS1297>J-ZS1324>J-ZS1313>J-ZS1283
J-Y173120	A0-T>A1>A1b>BT>CT>CF>F>GHIJK>HIJK>IJK>IJ>J>J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Y16646>J-BY111>J-Y168376>J-ZS1306>J-ZS1297>J-ZS1324>J-ZS1313>J-ZS1283>J-Y173120
J-FT227903	A0-T>A1>A1b>BT>CT>CF>F>GHIJK>HIJK>IJK>IJ>J>J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Y16646>J-BY111>J-Y168376>J-ZS1306>J-ZS1297>J-ZS1324>J-ZS1313>J-ZS1283>J-Y173120>J-FT227903
J-BY173398	A0-T>A1>A1b>BT>CT>CF>F>GHIJK>HIJK>IJK>IJ>J>J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Y16646>J-BY111>J-Y168376>J-ZS1306>J-ZS1297>J-ZS1324>J-ZS1313>J-ZS1283>J-Y173120>J-FT227903>J-BY173398
J-BY203611	A0-T>A1>A1b>BT>CT>CF>F>GHIJK>HIJK>IJK>IJ>J>J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Y16646>J-BY111>J-Y168376>J-ZS1306>J-ZS1297>J-ZS1324>J-ZS1313>J-ZS1283>J-Y173120>J-FT227903>J-BY203611
J-BY202806	A0-T>A1>A1b>BT>CT>CF>F>GHIJK>HIJK>IJK>IJ>J>J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Y16646>J-BY111>J-Y168376>J-ZS1306>J-ZS1297>J-ZS1324>J-ZS1313>J-ZS1283>J-Y173120>J-FT227903>J-BY203611>J-BY202806
J-ZS1296	A0-T>A1>A1b>BT>CT>CF>F>GHIJK>HIJK>IJK>IJ>J>J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Y16646>J-BY111>J-Y168376>J-ZS1306>J-ZS1297>J-ZS1324>J-ZS1313>J-ZS1283>J-Y173120>J-ZS1296
J-Y198534	A0-T>A1>A1b>BT>CT>CF>F>GHIJK>HIJK>IJK>IJ>J>J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Y16646>J-BY111>J-Y168376>J-ZS1306>J-ZS1297>J-ZS1324>J-ZS1313>J-ZS1283>J-Y173120>J-ZS1296>J-Y198534
J-FT212055	A0-T>A1>A1b>BT>CT>CF>F>GHIJK>HIJK>IJK>IJ>J>J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Y16646>J-BY111>J-Y168376>J-ZS1306>J-ZS1297>J-ZS1324>J-ZS1313>J-ZS1283>J-Y173120>J-ZS1296>J-FT212055
J-ZS1293	A0-T>A1>A1b>BT>CT>CF>F>GHIJK>HIJK>IJK>IJ>J>J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Y16646>J-BY111>J-Y168376>J-ZS1306>J-ZS1297>J-ZS1324>J-ZS1313>J-ZS1283>J-Y173120>J-ZS1296>J-FT212055>J-ZS1293
J-FT211225	A0-T>A1>A1b>BT>CT>CF>F>GHIJK>HIJK>IJK>IJ>J>J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Y16646>J-BY111>J-Y168376>J-ZS1306>J-ZS1297>J-ZS1324>J-ZS1313>J-ZS1283>J-Y173120>J-ZS1296>J-FT212055>J-ZS1293>J-FT211225
J-Y266280	A0-T>A1>A1b>BT>CT>CF>F>GHIJK>HIJK>IJK>IJ>J>J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Y16646>J-BY111>J-Y168376>J-ZS1306>J-ZS1297>J-ZS1324>J-ZS1313>J-ZS1283>J-Y173120>J-ZS1296>J-FT212055>J-ZS1293>J-FT211225>J-Y266280
J-Y195562	A0-T>A1>A1b>BT>CT>CF>F>GHIJK>HIJK>IJK>IJ>J>J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Y16646>J-BY111>J-Y168376>J-ZS1306>J-ZS1297>J-ZS1324>J-ZS1313>J-ZS1283>J-Y173120>J-ZS1296>J-FT212055>J-ZS1293>J-Y195562
J-ZS1291	A0-T>A1>A1b>BT>CT>CF>F>GHIJK>HIJK>IJK>IJ>J>J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Y16646>J-BY111>J-Y168376>J-ZS1306>J-ZS1297>J-ZS1324>J-ZS1313>J-ZS1283>J-Y173120>J-ZS1296>J-FT212055>J-ZS1293>J-Y195562>J-ZS1291
J-FT71088	A0-T>A1>A1b>BT>CT>CF>F>GHIJK>HIJK>IJK>IJ>J>J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Y16646>J-BY111>J-Y168376>J-ZS1306>J-ZS1297>J-ZS1324>J-ZS1313>J-ZS1283>J-Y173120>J-ZS1296>J-FT71088
J-Y194972	A0-T>A1>A1b>BT>CT>CF>F>GHIJK>HIJK>IJK>IJ>J>J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Y16646>J-BY111>J-Y168376>J-ZS1306>J-ZS1297>J-ZS1324>J-ZS1313>J-ZS1283>J-Y173120>J-ZS1296>J-FT71088>J-Y194972
J-Y195603	A0-T>A1>A1b>BT>CT>CF>F>GHIJK>HIJK>IJK>IJ>J>J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Y16646>J-BY111>J-Y168376>J-ZS1306>J-ZS1297>J-ZS1324>J-ZS1313>J-ZS1283>J-Y173120>J-ZS1296>J-FT71088>J-Y195603
J-Y203654	A0-T>A1>A1b>BT>CT>CF>F>GHIJK>HIJK>IJK>IJ>J>J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Y16646>J-BY111>J-Y168376>J-ZS1306>J-ZS1297>J-ZS1324>J-ZS1313>J-ZS1283>J-Y173120>J-ZS1296>J-FT71088>J-Y203654
J-FT160071	A0-T>A1>A1b>BT>CT>CF>F>GHIJK>HIJK>IJK>IJ>J>J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Y16646>J-BY111>J-Y168376>J-ZS1306>J-ZS1297>J-ZS1324>J-ZS1313>J-ZS1283>J-Y173120>J-ZS1296>J-FT71088>J-FT160071
J-Y144553	A0-T>A1>A1b>BT>CT>CF>F>GHIJK>HIJK>IJK>IJ>J>J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Y16646>J-BY111>J-Y168376>J-ZS1306>J-ZS1297>J-ZS1324>J-ZS1313>J-Y144553
J-Y188594	A0-T>A1>A1b>BT>CT>CF>F>GHIJK>HIJK>IJK>IJ>J>J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Y16646>J-BY111>J-Y168376>J-ZS1306>J-ZS1297>J-ZS1324>J-ZS1313>J-Y144553>J-Y188594
J-Y262928	A0-T>A1>A1b>BT>CT>CF>F>GHIJK>HIJK>IJK>IJ>J>J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Y16646>J-BY111>J-Y168376>J-ZS1306>J-ZS1297>J-ZS1324>J-ZS1313>J-Y144553>J-Y262928
J-FT15121	A0-T>A1>A1b>BT>CT>CF>F>GHIJK>HIJK>IJK>IJ>J>J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Y16646>J-BY111>J-Y168376>J-ZS1306>J-ZS1297>J-ZS1324>J-ZS1313>J-Y144553>J-Y262928>J-FT15121
J-Y600395	A0-T>A1>A1b>BT>CT>CF>F>GHIJK>HIJK>IJK>IJ>J>J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Y16646>J-BY111>J-Y168376>J-ZS1306>J-ZS1297>J-ZS1324>J-ZS1313>J-Y144553>J-Y262928>J-Y600395
J-BY111515	A0-T>A1>A1b>BT>CT>CF>F>GHIJK>HIJK>IJK>IJ>J>J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Y16646>J-BY111>J-Y168376>J-ZS1306>J-ZS1297>J-ZS1324>J-ZS1313>J-Y144553>J-BY111515
J-Y16714	A0-T>A1>A1b>BT>CT>CF>F>GHIJK>HIJK>IJK>IJ>J>J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Y16646>J-BY111>J-Y168376>J-ZS1306>J-ZS1297>J-ZS1324>J-ZS1313>J-Y144553>J-BY111515>J-Y16714
J-Y144561	A0-T>A1>A1b>BT>CT>CF>F>GHIJK>HIJK>IJK>IJ>J>J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Y16646>J-BY111>J-Y168376>J-ZS1306>J-ZS1297>J-ZS1324>J-ZS1313>J-Y144553>J-BY111515>J-Y144561
J-Y144554	A0-T>A1>A1b>BT>CT>CF>F>GHIJK>HIJK>IJK>IJ>J>J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Y16646>J-BY111>J-Y168376>J-ZS1306>J-ZS1297>J-ZS1324>J-ZS1313>J-Y144553>J-BY111515>J-Y144561>J-Y144554
J-Y191412	A0-T>A1>A1b>BT>CT>CF>F>GHIJK>HIJK>IJK>IJ>J>J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Y16646>J-BY111>J-Y168376>J-ZS1306>J-ZS1297>J-ZS1324>J-ZS1313>J-Y144553>J-BY111515>J-Y144561>J-Y144554>J-Y191412
J-BY172178	A0-T>A1>A1b>BT>CT>CF>F>GHIJK>HIJK>IJK>IJ>J>J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Y16646>J-BY111>J-Y168376>J-ZS1306>J-ZS1297>J-ZS1324>J-ZS1313>J-Y144553>J-BY172178
J-Y219451	A0-T>A1>A1b>BT>CT>CF>F>GHIJK>HIJK>IJK>IJ>J>J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Y16646>J-BY111>J-Y168376>J-ZS1306>J-ZS1297>J-ZS1324>J-ZS1313>J-Y144553>J-BY172178>J-Y219451
J-FT52612	A0-T>A1>A1b>BT>CT>CF>F>GHIJK>HIJK>IJK>IJ>J>J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Y16646>J-BY111>J-Y168376>J-ZS1306>J-ZS1297>J-ZS1324>J-ZS1313>J-Y144553>J-BY172178>J-FT52612
J-Y163123	A0-T>A1>A1b>BT>CT>CF>F>GHIJK>HIJK>IJK>IJ>J>J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Y16646>J-BY111>J-Y168376>J-ZS1306>J-ZS1297>J-ZS1324>J-ZS1313>J-Y144553>J-BY172178>J-FT52612>J-Y163123
J-BY213451	A0-T>A1>A1b>BT>CT>CF>F>GHIJK>HIJK>IJK>IJ>J>J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Y16646>J-BY111>J-Y168376>J-ZS1306>J-ZS1297>J-ZS1324>J-ZS1313>J-Y144553>J-BY172178>J-FT52612>J-Y163123>J-BY213451
J-BY189786	A0-T>A1>A1b>BT>CT>CF>F>GHIJK>HIJK>IJK>IJ>J>J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Y16646>J-BY111>J-Y168376>J-ZS1306>J-ZS1297>J-ZS1324>J-ZS1313>J-Y144553>J-BY172178>J-FT52612>J-BY189786
J-Y212464	A0-T>A1>A1b>BT>CT>CF>F>GHIJK>HIJK>IJK>IJ>J>J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Y16646>J-BY111>J-Y168376>J-ZS1306>J-ZS1297>J-ZS1324>J-ZS1313>J-Y144553>J-BY172178>J-FT52612>J-BY189786>J-Y212464
J-Y244359	A0-T>A1>A1b>BT>CT>CF>F>GHIJK>HIJK>IJK>IJ>J>J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Y16646>J-BY111>J-Y168376>J-ZS1306>J-ZS1297>J-ZS1324>J-ZS1313>J-Y144553>J-BY172178>J-FT52612>J-BY189786>J-Y212464>J-Y244359
J-BY172199	A0-T>A1>A1b>BT>CT>CF>F>GHIJK>HIJK>IJK>IJ>J>J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Y16646>J-BY111>J-Y168376>J-ZS1306>J-ZS1297>J-ZS1324>J-ZS1313>J-Y144553>J-BY172178>J-BY172199
J-Y212472	A0-T>A1>A1b>BT>CT>CF>F>GHIJK>HIJK>IJK>IJ>J>J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Y16646>J-BY111>J-Y168376>J-ZS1306>J-ZS1297>J-ZS1324>J-ZS1313>J-Y144553>J-BY172178>J-BY172199>J-Y212472
J-Y212476	A0-T>A1>A1b>BT>CT>CF>F>GHIJK>HIJK>IJK>IJ>J>J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Y16646>J-BY111>J-Y168376>J-ZS1306>J-ZS1297>J-ZS1324>J-ZS1313>J-Y144553>J-BY172178>J-BY172199>J-Y212472>J-Y212476
J-FGC90335	A0-T>A1>A1b>BT>CT>CF>F>GHIJK>HIJK>IJK>IJ>J>J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Y16646>J-BY111>J-Y168376>J-ZS1306>J-ZS1297>J-ZS1324>J-ZS1313>J-Y144553>J-BY172178>J-BY172199>J-FGC90335
J-FT36669	A0-T>A1>A1b>BT>CT>CF>F>GHIJK>HIJK>IJK>IJ>J>J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Y16646>J-BY111>J-Y168376>J-ZS1306>J-ZS1297>J-ZS1324>J-ZS1313>J-Y144553>J-BY172178>J-BY172199>J-FGC90335>J-FT36669
J-FT37146	A0-T>A1>A1b>BT>CT>CF>F>GHIJK>HIJK>IJK>IJ>J>J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Y16646>J-BY111>J-Y168376>J-ZS1306>J-ZS1297>J-ZS1324>J-ZS1313>J-Y144553>J-BY172178>J-BY172199>J-FGC90335>J-FT36669>J-FT37146
J-BY172042	A0-T>A1>A1b>BT>CT>CF>F>GHIJK>HIJK>IJK>IJ>J>J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Y16646>J-BY111>J-Y168376>J-ZS1306>J-ZS1297>J-ZS1324>J-ZS1313>J-Y144553>J-BY172178>J-BY172199>J-FGC90335>J-BY172042
J-FGC90346	A0-T>A1>A1b>BT>CT>CF>F>GHIJK>HIJK>IJK>IJ>J>J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Y16646>J-BY111>J-Y168376>J-ZS1306>J-ZS1297>J-ZS1324>J-ZS1313>J-Y144553>J-BY172178>J-BY172199>J-FGC90335>J-BY172042>J-FGC90346
J-BY172217	A0-T>A1>A1b>BT>CT>CF>F>GHIJK>HIJK>IJK>IJ>J>J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Y16646>J-BY111>J-Y168376>J-ZS1306>J-ZS1297>J-ZS1324>J-ZS1313>J-Y144553>J-BY172178>J-BY172199>J-FGC90335>J-BY172042>J-FGC90346>J-BY172217
J-BY109867	A0-T>A1>A1b>BT>CT>CF>F>GHIJK>HIJK>IJK>IJ>J>J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Y16646>J-BY111>J-Y168376>J-ZS1306>J-ZS1297>J-ZS1324>J-ZS1313>J-Y144553>J-BY172178>J-BY172199>J-FGC90335>J-BY172042>J-FGC90346>J-BY172217>J-BY109867
J-Z1865	A0-T>A1>A1b>BT>CT>CF>F>GHIJK>HIJK>IJK>IJ>J>J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865
J-L860	A0-T>A1>A1b>BT>CT>CF>F>GHIJK>HIJK>IJK>IJ>J>J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865>J-L860
J-Y217441	A0-T>A1>A1b>BT>CT>CF>F>GHIJK>HIJK>IJK>IJ>J>J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865>J-L860>J-Y217441
J-Y217426	A0-T>A1>A1b>BT>CT>CF>F>GHIJK>HIJK>IJK>IJ>J>J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865>J-L860>J-Y217441>J-Y217426
J-Y364015	A0-T>A1>A1b>BT>CT>CF>F>GHIJK>HIJK>IJK>IJ>J>J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865>J-L860>J-Y364015
